destination,year,month,crowd_risk_level,crowd_score_0_100,crowd_ratio,social_media_sentiment,trending,is_off_season,event_note,recommendation_action,model_used
Dambulla,2030,5,MEDIUM,61.6,0.616,0.656,0,0,Vesak at the Golden Cave Temple,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,5,MEDIUM,57.1,0.571,0.74,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,5,MEDIUM,44.4,0.444,0.515,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,5,HIGH,72.3,0.723,0.526,0,0,Season closes at Vesak Poya,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,5,MEDIUM,47.5,0.475,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,5,MEDIUM,56.8,0.568,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,5,MEDIUM,57.1,0.571,0.755,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,5,MEDIUM,41.8,0.418,0.526,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,6,LOW,38.8,0.388,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,6,LOW,37.0,0.37,0.479,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,6,LOW,33.2,0.332,0.493,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,6,MEDIUM,57.1,0.571,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,6,MEDIUM,47.3,0.473,0.677,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,6,LOW,27.5,0.275,0.52,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,6,LOW,29.7,0.297,0.487,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,6,LOW,31.5,0.315,0.431,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,6,HIGH,98.4,0.984,0.745,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,6,HIGH,96.9,0.969,0.809,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,6,HIGH,100.0,1.0,0.883,1,0,Poson Poya - peak pilgrimage of the year,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,6,HIGH,84.1,0.841,0.735,0,0,Poson Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,6,MEDIUM,51.0,0.51,0.686,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,6,HIGH,75.5,0.755,0.755,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,6,MEDIUM,44.1,0.441,0.552,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,6,LOW,5.8,0.058,0.444,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,6,LOW,37.9,0.379,0.474,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,6,MEDIUM,62.6,0.626,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,6,MEDIUM,59.6,0.596,0.659,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,6,LOW,36.7,0.367,0.447,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,7,MEDIUM,60.3,0.603,0.547,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,7,MEDIUM,61.8,0.618,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,7,MEDIUM,51.9,0.519,0.639,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,7,HIGH,100.0,1.0,0.841,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,7,MEDIUM,58.6,0.586,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,7,MEDIUM,40.9,0.409,0.391,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,7,MEDIUM,47.9,0.479,0.548,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,7,MEDIUM,46.2,0.462,0.478,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,7,HIGH,100.0,1.0,0.879,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,7,HIGH,100.0,1.0,0.881,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,7,HIGH,73.0,0.73,0.573,0,0,Esala season pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,7,MEDIUM,61.2,0.612,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,7,MEDIUM,53.9,0.539,0.606,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,7,HIGH,90.6,0.906,0.775,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,7,MEDIUM,56.6,0.566,0.566,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,7,LOW,5.5,0.055,0.369,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,7,MEDIUM,52.6,0.526,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,7,HIGH,82.0,0.82,0.95,1,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,7,MEDIUM,66.0,0.66,0.661,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,7,MEDIUM,46.6,0.466,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,8,MEDIUM,62.6,0.626,0.657,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,8,HIGH,73.3,0.733,0.644,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,8,MEDIUM,60.9,0.609,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,8,HIGH,100.0,1.0,0.926,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,8,MEDIUM,62.7,0.627,0.759,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,8,MEDIUM,44.3,0.443,0.416,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,8,MEDIUM,50.4,0.504,0.708,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,8,MEDIUM,46.4,0.464,0.556,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,8,HIGH,93.0,0.93,0.805,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,8,HIGH,92.8,0.928,0.857,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,8,HIGH,78.6,0.786,0.57,0,0,Esala season pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,8,MEDIUM,68.3,0.683,0.687,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,8,MEDIUM,57.7,0.577,0.715,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,8,HIGH,96.7,0.967,0.848,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,8,MEDIUM,59.7,0.597,0.55,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,8,LOW,7.1,0.071,0.462,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,8,MEDIUM,63.5,0.635,0.573,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,8,HIGH,76.0,0.76,0.713,0,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,8,MEDIUM,64.5,0.645,0.691,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,8,MEDIUM,53.0,0.53,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,9,MEDIUM,46.8,0.468,0.419,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,9,MEDIUM,49.7,0.497,0.622,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,9,MEDIUM,43.3,0.433,0.431,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,9,MEDIUM,54.5,0.545,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,9,MEDIUM,48.0,0.48,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,9,LOW,35.6,0.356,0.424,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,9,MEDIUM,43.4,0.434,0.462,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,9,LOW,38.2,0.382,0.361,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,9,HIGH,83.8,0.838,0.873,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,9,HIGH,72.1,0.721,0.714,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,9,LOW,36.1,0.361,0.535,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,9,LOW,36.2,0.362,0.428,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,9,MEDIUM,40.6,0.406,0.537,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,9,HIGH,87.6,0.876,0.789,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,9,MEDIUM,42.6,0.426,0.433,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,9,LOW,6.6,0.066,0.395,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,9,MEDIUM,42.5,0.425,0.404,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,9,MEDIUM,50.4,0.504,0.664,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,9,MEDIUM,65.2,0.652,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,9,MEDIUM,46.5,0.465,0.437,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,10,MEDIUM,45.6,0.456,0.49,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,10,MEDIUM,50.2,0.502,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,10,MEDIUM,55.5,0.555,0.68,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,10,MEDIUM,52.7,0.527,0.797,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,10,MEDIUM,44.4,0.444,0.418,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,10,MEDIUM,46.8,0.468,0.617,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,10,MEDIUM,49.0,0.49,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,10,MEDIUM,50.3,0.503,0.616,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,10,MEDIUM,62.5,0.625,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,10,MEDIUM,44.0,0.44,0.488,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,10,LOW,34.2,0.342,0.359,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,10,LOW,30.8,0.308,0.558,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,10,MEDIUM,41.8,0.418,0.427,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,10,LOW,22.7,0.227,0.47,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,10,MEDIUM,49.1,0.491,0.771,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,10,LOW,9.3,0.093,0.402,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,10,MEDIUM,42.2,0.422,0.406,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,10,MEDIUM,45.5,0.455,0.558,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,10,MEDIUM,61.7,0.617,0.663,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,10,MEDIUM,51.4,0.514,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,11,MEDIUM,64.0,0.64,0.618,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,11,MEDIUM,64.6,0.646,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,11,HIGH,75.1,0.751,0.761,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,11,MEDIUM,57.3,0.573,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,11,MEDIUM,54.3,0.543,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,11,HIGH,87.9,0.879,0.85,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,11,HIGH,84.6,0.846,0.89,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,11,HIGH,77.1,0.771,0.689,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,11,LOW,23.0,0.23,0.459,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,11,LOW,29.7,0.297,0.401,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,11,MEDIUM,47.5,0.475,0.626,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,11,LOW,39.3,0.393,0.527,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,11,MEDIUM,52.3,0.523,0.653,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,11,MEDIUM,48.1,0.481,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,11,MEDIUM,52.7,0.527,0.78,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,11,LOW,16.9,0.169,0.463,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,11,MEDIUM,50.7,0.507,0.745,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,11,LOW,39.9,0.399,0.467,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,11,HIGH,72.0,0.72,0.661,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,11,MEDIUM,63.8,0.638,0.662,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,12,HIGH,79.1,0.791,0.588,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,12,HIGH,92.8,0.928,0.778,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,12,HIGH,100.0,1.0,0.729,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,12,MEDIUM,67.2,0.672,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,12,HIGH,70.5,0.705,0.646,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,12,HIGH,96.8,0.968,0.933,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,12,HIGH,87.8,0.878,0.688,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,12,HIGH,93.6,0.936,0.79,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,12,LOW,15.5,0.155,0.493,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,12,LOW,25.1,0.251,0.416,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,12,MEDIUM,48.5,0.485,0.702,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,12,MEDIUM,48.6,0.486,0.644,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,12,MEDIUM,68.3,0.683,0.586,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,12,MEDIUM,62.0,0.62,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,12,MEDIUM,61.1,0.611,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,12,HIGH,100.0,1.0,0.841,1,0,Pilgrimage season opens (Unduvap Poya),redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,12,MEDIUM,59.3,0.593,0.737,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,12,MEDIUM,48.6,0.486,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,12,HIGH,84.6,0.846,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,12,HIGH,87.5,0.875,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
